customer_id,signup_date,home_city,segment,age,household_size,income_band,acquisition_channel,propensity_score
C007283,2022-11-25,Mymensingh,End-User,43.0,2,Lower-Mid,Organic,0.482
C007284,2024-02-21,Mymensingh,Business Buyer,44.0,3,Mid,Broker Network,0.676
C007285,2023-06-19,Mymensingh,Investor,40.0,3,Mid,Paid Search,0.752
C007286,2023-01-26,Dhaka,Investor,36.0,4,Low,Organic,0.54
C007287,2022-11-14,Sylhet,End-User,35.0,6,High,Facebook,0.602
C007288,2024-03-06,Rajshahi,Business Buyer,26.0,5,Lower-Mid,Referral,0.623
C007289,2022-09-23,Dhaka,Investor,40.0,3,Mid,Facebook,0.529
C007290,2022-05-13,Dhaka,End-User,40.0,6,Upper-Mid,Broker Network,0.581
C007291,2024-07-28,Dhaka,End-User,30.0,4,Upper-Mid,Email,0.613
C007292,2022-12-20,Chattogram,Business Buyer,39.0,5,Lower-Mid,Referral,0.88
C007293,2023-11-15,Mymensingh,Renter-to-Owner,28.0,2,Mid,Facebook,0.538
C007294,2024-02-03,Rangpur,Business Buyer,28.0,3,Lower-Mid,Facebook,0.613
C007295,2024-06-12,Dhaka,End-User,41.0,5,Mid,Paid Search,0.524
C007296,2023-10-29,Khulna,Renter-to-Owner,38.0,3,Mid,Facebook,0.625
C007297,2024-01-25,Dhaka,End-User,32.0,4,Lower-Mid,Facebook,0.343
C007298,2024-06-11,Dhaka,Investor,31.0,4,Lower-Mid,Broker Network,0.566
C007299,2024-10-02,Dhaka,Renter-to-Owner,36.0,2,Mid,Broker Network,0.76
C007300,2022-02-19,Rajshahi,End-User,18.0,1,Lower-Mid,Organic,0.404
C007301,2024-03-03,Rajshahi,End-User,27.0,5,Mid,Marketplace,0.649
C007302,2022-07-05,Rangpur,End-User,23.0,7,Low,Marketplace,0.33
C007303,2024-08-08,Rangpur,Renter-to-Owner,34.0,4,Mid,Paid Search,0.544
C007304,2022-02-21,Dhaka,Renter-to-Owner,44.0,5,Low,Marketplace,0.389
C007305,2022-09-21,Sylhet,End-User,38.0,3,Mid,Facebook,0.648
C007306,2022-07-24,Dhaka,Business Buyer,29.0,6,Low,Paid Search,0.444
C007307,2023-10-06,Chattogram,End-User,28.0,3,Mid,Broker Network,0.549
C007308,2022-01-05,Khulna,Investor,27.0,5,Mid,Organic,0.878
C007309,2022-01-19,Dhaka,Investor,52.0,4,Lower-Mid,Referral,0.768
C007310,2023-06-22,Dhaka,End-User,35.0,5,Mid,Email,0.726
C007311,2024-11-01,Dhaka,Investor,36.0,4,Upper-Mid,Paid Search,0.913
C007312,2023-07-18,Dhaka,Renter-to-Owner,18.0,4,Low,Paid Search,0.384
C007313,2023-04-21,Mymensingh,Renter-to-Owner,23.0,4,Mid,Paid Search,0.714
C007314,2023-12-03,Dhaka,End-User,34.0,5,Lower-Mid,Facebook,0.276
C007315,2023-08-12,Khulna,Renter-to-Owner,30.0,3,Mid,Facebook,0.652
C007316,2023-02-15,Mymensingh,Business Buyer,35.0,3,Upper-Mid,Broker Network,0.738
C007317,2023-09-20,Khulna,End-User,35.0,6,Mid,Email,0.608
C007318,2022-01-04,Chattogram,Investor,39.0,4,Low,Facebook,0.707
C007319,2022-09-18,Mymensingh,End-User,18.0,3,Lower-Mid,Facebook,0.296
C007320,2023-12-20,Dhaka,End-User,24.0,5,,Paid Search,0.614
C007321,2022-12-31,Dhaka,End-User,33.0,5,Low,Facebook,0.417
C007322,2022-02-27,Khulna,End-User,28.0,2,Mid,Organic,0.653
C007323,2022-05-13,Chattogram,End-User,31.0,5,Mid,Facebook,0.442
C007324,2024-07-12,Barishal,End-User,35.0,4,Mid,Facebook,0.513
C007325,2022-12-18,Dhaka,Investor,27.0,5,Low,Referral,0.573
C007326,2022-01-25,Rajshahi,End-User,36.0,4,Mid,Organic,0.634
C007327,2024-02-16,Sylhet,End-User,39.0,4,Lower-Mid,Facebook,0.326
C007328,2023-07-20,Mymensingh,Renter-to-Owner,35.0,1,Lower-Mid,Broker Network,0.525
C007329,2023-04-27,Dhaka,End-User,40.0,3,Mid,Broker Network,0.63
C007330,2024-08-11,Dhaka,End-User,18.0,5,Mid,Facebook,0.461
C007331,2022-12-01,Mymensingh,End-User,29.0,7,Lower-Mid,Email,0.438
C007332,2023-09-03,Rajshahi,End-User,42.0,4,Upper-Mid,Broker Network,0.587
C007333,2024-03-05,Dhaka,Investor,26.0,3,Low,Broker Network,0.631
C007334,2023-10-11,Dhaka,End-User,25.0,4,Lower-Mid,Broker Network,0.479
C007335,2022-08-10,Barishal,Investor,33.0,3,Lower-Mid,Broker Network,0.631
C007336,2023-12-28,Khulna,Investor,34.0,5,Low,Email,0.54
C007337,2024-03-03,Khulna,End-User,29.0,4,Lower-Mid,Organic,0.523
C007338,2022-05-11,Rangpur,Renter-to-Owner,51.0,5,Mid,Facebook,0.505
C007339,2022-06-26,Dhaka,Investor,37.0,4,,Email,0.756
C007340,2023-12-21,Dhaka,Investor,26.0,5,Lower-Mid,Organic,0.713
C007341,2022-05-07,Rajshahi,Investor,21.0,2,Lower-Mid,Organic,0.722
C007342,2024-07-27,Rangpur,End-User,38.0,4,Lower-Mid,Facebook,0.388
C007343,2022-04-27,Dhaka,End-User,26.0,4,Low,Facebook,0.398
C007344,2024-11-04,Sylhet,Investor,53.0,3,Mid,Broker Network,0.857
C007345,2023-12-17,Dhaka,End-User,38.0,4,Upper-Mid,Facebook,0.652
C007346,2023-04-18,Dhaka,Business Buyer,39.0,4,Upper-Mid,Organic,0.827
C007347,2022-10-14,Rangpur,End-User,36.0,5,Lower-Mid,Email,0.356
C007348,2023-01-03,Dhaka,End-User,44.0,5,Lower-Mid,Paid Search,0.584
C007349,2024-03-08,Dhaka,End-User,18.0,4,Mid,Email,0.565
C007350,2024-03-14,Barishal,End-User,23.0,5,Upper-Mid,Facebook,0.625
C007351,2022-08-11,Chattogram,End-User,43.0,2,Low,Organic,0.374
C007352,2023-08-02,Chattogram,End-User,48.0,3,Low,Facebook,0.333
C007353,2024-11-24,Barishal,Renter-to-Owner,23.0,2,,Referral,0.864
C007354,2022-10-02,Dhaka,Business Buyer,18.0,4,Low,Email,0.583
C007355,2024-01-10,Rajshahi,Renter-to-Owner,36.0,4,High,Facebook,0.725
C007356,2022-07-03,Chattogram,End-User,38.0,6,Mid,Marketplace,0.652
C007357,2024-06-08,Dhaka,End-User,35.0,4,Mid,Paid Search,0.459
C007358,2022-07-01,Sylhet,End-User,33.0,3,Low,Paid Search,0.236
C007359,2022-11-14,Chattogram,Renter-to-Owner,18.0,4,Upper-Mid,Facebook,0.516
C007360,2023-05-05,Rangpur,Investor,31.0,1,Low,Referral,0.714
C007361,2023-01-31,Mymensingh,End-User,32.0,3,Lower-Mid,Organic,0.454
C007362,2022-07-01,Rangpur,End-User,29.0,1,Low,Organic,0.419
C007363,2023-11-15,Chattogram,End-User,18.0,4,Low,Referral,0.538
C007364,2022-01-22,Dhaka,End-User,39.0,3,Mid,Paid Search,0.566
C007365,2024-11-14,Rangpur,End-User,42.0,4,Lower-Mid,Broker Network,0.395
C007366,2022-02-25,Chattogram,End-User,27.0,2,Mid,Paid Search,0.67
C007367,2022-12-22,Sylhet,End-User,32.0,3,Mid,Facebook,0.497
C007368,2024-09-18,Rangpur,End-User,30.0,5,Mid,Facebook,0.515
C007369,2022-06-15,Dhaka,Investor,30.0,2,Mid,Marketplace,0.673
C007370,2022-03-19,Dhaka,Renter-to-Owner,38.0,4,Lower-Mid,Organic,0.491
C007371,2024-03-04,Rajshahi,End-User,39.0,3,Upper-Mid,Organic,0.698
C007372,2022-03-20,Rajshahi,End-User,44.0,2,Lower-Mid,Organic,0.395
C007373,2024-08-16,Dhaka,End-User,43.0,5,Mid,Marketplace,0.523
C007374,2023-04-26,Rajshahi,End-User,32.0,5,Upper-Mid,Organic,0.807
C007375,2024-07-15,Barishal,End-User,60.0,3,Upper-Mid,Email,0.7
C007376,2022-09-19,Chattogram,Investor,48.0,3,Low,Facebook,0.566
C007377,2022-05-31,Dhaka,End-User,28.0,3,Lower-Mid,Broker Network,0.402
C007378,2024-10-23,Sylhet,End-User,35.0,3,Upper-Mid,Paid Search,0.615
C007379,2024-03-23,Barishal,Investor,18.0,3,Upper-Mid,Facebook,0.736
C007380,2024-08-29,Mymensingh,Renter-to-Owner,34.0,4,Mid,Marketplace,0.715
C007381,2022-12-08,Dhaka,End-User,49.0,6,Low,Organic,0.392
C007382,2023-03-08,Rangpur,Investor,59.0,3,Lower-Mid,Referral,0.667
C007383,2023-09-08,Barishal,Renter-to-Owner,33.0,5,High,Marketplace,0.743
C007384,2023-04-24,Sylhet,Renter-to-Owner,37.0,4,Low,Organic,0.437
C007385,2022-09-16,Chattogram,End-User,39.0,2,Upper-Mid,Email,0.659
C007386,2023-02-04,Dhaka,End-User,52.0,4,Lower-Mid,Paid Search,0.596
C007387,2023-10-11,Khulna,Investor,25.0,4,Mid,Organic,0.801
C007388,2022-02-10,Dhaka,Renter-to-Owner,58.0,6,Low,Organic,0.426
C007389,2022-12-25,Dhaka,End-User,31.0,6,Low,Broker Network,0.397
C007390,2022-11-09,Mymensingh,Renter-to-Owner,23.0,4,Lower-Mid,Organic,0.478
C007391,2022-03-16,Dhaka,End-User,31.0,5,Upper-Mid,Facebook,0.83
C007392,2022-05-11,Mymensingh,End-User,,4,Mid,Referral,0.764
C007393,2023-06-13,Khulna,Renter-to-Owner,38.0,5,,Organic,0.77
C007394,2022-04-20,Rangpur,Investor,19.0,4,High,Paid Search,0.95
C007395,2023-01-03,Dhaka,End-User,35.0,5,Lower-Mid,Organic,0.497
C007396,2023-08-21,Rajshahi,End-User,40.0,5,Upper-Mid,Organic,0.669
C007397,2024-07-20,Khulna,End-User,47.0,5,Low,Facebook,0.332
C007398,2022-04-16,Mymensingh,Investor,40.0,3,Low,Facebook,0.74
C007399,2023-04-09,Dhaka,End-User,47.0,3,Lower-Mid,Marketplace,0.425
C007400,2022-04-20,Dhaka,End-User,29.0,5,High,Broker Network,0.695
C007401,2023-04-02,Mymensingh,End-User,38.0,5,Mid,Marketplace,0.522
C007402,2023-05-28,Dhaka,Business Buyer,18.0,4,,Broker Network,0.581
C007403,2024-05-02,Rajshahi,End-User,33.0,3,High,Marketplace,0.411
C007404,2023-04-17,Dhaka,End-User,37.0,4,Mid,Paid Search,0.571
C007405,2024-09-24,Dhaka,End-User,38.0,3,Mid,Organic,0.397
C007406,2022-05-27,Rajshahi,Investor,20.0,3,Mid,Paid Search,0.858
C007407,2022-02-26,Khulna,Renter-to-Owner,30.0,6,Lower-Mid,Facebook,0.362
C007408,2022-01-05,Khulna,Renter-to-Owner,32.0,3,Low,Email,0.396
C007409,2023-01-16,Chattogram,Renter-to-Owner,30.0,4,Mid,Facebook,0.437
C007410,2022-07-25,Sylhet,Business Buyer,41.0,4,Low,Marketplace,0.634
C007411,2022-04-08,Mymensingh,End-User,32.0,2,Mid,Paid Search,0.539
C007412,2022-09-09,Dhaka,End-User,35.0,2,Mid,Facebook,0.698
C007413,2024-11-05,Chattogram,Investor,,4,,Referral,0.95
C007414,2024-05-03,Chattogram,Business Buyer,44.0,1,Upper-Mid,Organic,0.91
C007415,2022-01-20,Barishal,End-User,44.0,6,Lower-Mid,Broker Network,0.378
C007416,2024-09-02,Chattogram,End-User,31.0,3,Lower-Mid,Referral,0.543
C007417,2022-08-07,Sylhet,Renter-to-Owner,60.0,3,Low,Organic,0.609
C007418,2023-03-09,Chattogram,End-User,,5,Lower-Mid,Facebook,0.461
C007419,2022-12-16,Rajshahi,Business Buyer,43.0,4,Low,Referral,0.55
C007420,2023-03-08,Rangpur,Renter-to-Owner,25.0,5,Low,Broker Network,0.508
C007421,2024-03-21,Khulna,Renter-to-Owner,41.0,3,Lower-Mid,Facebook,0.536
C007422,2024-01-30,Chattogram,End-User,40.0,4,Lower-Mid,Broker Network,0.372
C007423,2023-09-26,Dhaka,End-User,25.0,5,Upper-Mid,Paid Search,0.575
C007424,2023-10-31,Khulna,Renter-to-Owner,33.0,3,Low,Paid Search,0.492
C007425,2024-02-15,Dhaka,Investor,51.0,4,Low,Organic,0.7
C007426,2022-07-16,Rangpur,Investor,27.0,1,Mid,Facebook,0.739
C007427,2023-02-26,Chattogram,Business Buyer,38.0,5,Low,Organic,0.527
C007428,2022-04-25,Dhaka,Business Buyer,37.0,3,Mid,Referral,0.735
C007429,2024-01-21,Dhaka,Business Buyer,34.0,4,Mid,Marketplace,0.6
C007430,2023-04-12,Khulna,Investor,18.0,4,Mid,Marketplace,0.722
C007431,2023-11-11,Mymensingh,End-User,41.0,2,Lower-Mid,Paid Search,0.518
C007432,2023-08-26,Chattogram,Business Buyer,34.0,2,Low,Broker Network,0.734
C007433,2022-10-19,Dhaka,Investor,44.0,4,High,Marketplace,0.794
C007434,2022-05-28,Chattogram,End-User,36.0,4,Upper-Mid,Facebook,0.701
C007435,2024-11-03,Mymensingh,End-User,35.0,3,Mid,Paid Search,0.571
C007436,2022-11-09,Rangpur,Renter-to-Owner,37.0,4,Low,Organic,0.372
C007437,2022-04-27,Dhaka,End-User,,4,Lower-Mid,Organic,0.502
C007438,2022-11-23,Rajshahi,End-User,48.0,3,Mid,Email,0.545
C007439,2024-08-19,Barishal,End-User,31.0,2,Low,Paid Search,0.37
C007440,2022-10-06,Barishal,Investor,31.0,4,High,Paid Search,0.95
C007441,2024-11-17,Khulna,Renter-to-Owner,46.0,4,High,Broker Network,0.95
C007442,2023-05-07,Sylhet,End-User,36.0,4,,Email,0.494
C007443,2024-07-07,Rajshahi,End-User,32.0,3,,Organic,0.447
C007444,2023-11-28,Dhaka,End-User,38.0,4,Lower-Mid,Referral,0.556
C007445,2022-02-16,Dhaka,End-User,40.0,5,Lower-Mid,Facebook,0.596
C007446,2023-06-28,Chattogram,Investor,33.0,3,Lower-Mid,Paid Search,0.565
C007447,2023-03-21,Dhaka,Business Buyer,42.0,3,,Facebook,0.749
C007448,2022-08-03,Chattogram,End-User,23.0,7,Lower-Mid,Broker Network,0.398
C007449,2023-08-10,Rangpur,End-User,36.0,4,Low,Organic,0.308
C007450,2022-04-20,Rangpur,End-User,41.0,2,Lower-Mid,Organic,0.56
C007451,2024-01-15,Dhaka,Business Buyer,40.0,3,Lower-Mid,Marketplace,0.437
C007452,2024-05-26,Dhaka,Renter-to-Owner,18.0,3,Mid,Marketplace,0.569
C007453,2022-04-09,Rajshahi,Investor,33.0,4,Upper-Mid,Facebook,0.91
C007454,2023-05-26,Khulna,End-User,23.0,4,Low,Organic,0.357
C007455,2023-11-30,Dhaka,End-User,46.0,3,Upper-Mid,Organic,0.824
C007456,2022-03-08,Barishal,Renter-to-Owner,30.0,6,Lower-Mid,Organic,0.399
C007457,2023-02-20,Dhaka,Business Buyer,45.0,4,Mid,Paid Search,0.754
C007458,2022-10-03,Dhaka,Renter-to-Owner,23.0,3,Lower-Mid,Referral,0.489
C007459,2022-02-11,Sylhet,Renter-to-Owner,38.0,2,Lower-Mid,Organic,0.564
C007460,2024-05-07,Rajshahi,End-User,34.0,3,Lower-Mid,Organic,0.527
C007461,2023-04-20,Chattogram,End-User,59.0,2,Mid,Broker Network,0.557
C007462,2024-03-12,Sylhet,End-User,45.0,3,Low,Paid Search,0.349
C007463,2023-09-18,Mymensingh,Renter-to-Owner,44.0,3,Lower-Mid,Organic,0.464
C007464,2024-07-22,Dhaka,End-User,52.0,5,Mid,Facebook,0.633
C007465,2024-11-28,Rajshahi,End-User,37.0,3,Mid,Organic,0.502
C007466,2023-10-04,Dhaka,Investor,33.0,5,Low,Referral,0.552
C007467,2023-01-11,Chattogram,End-User,32.0,4,Low,Organic,0.422
C007468,2023-03-27,Chattogram,Renter-to-Owner,37.0,5,Mid,Paid Search,0.554
C007469,2024-05-29,Chattogram,Investor,18.0,5,Lower-Mid,Facebook,0.697
C007470,2023-03-31,Dhaka,Renter-to-Owner,34.0,6,Low,Referral,0.477
C007471,2023-07-09,Barishal,End-User,36.0,3,Lower-Mid,Organic,0.51
C007472,2022-07-26,Chattogram,End-User,33.0,5,Mid,Email,0.569
C007473,2024-11-21,Rangpur,Business Buyer,20.0,4,High,Marketplace,0.898
C007474,2023-11-25,Chattogram,Renter-to-Owner,33.0,5,Mid,Facebook,0.548
C007475,2022-12-19,Rangpur,Renter-to-Owner,20.0,4,Upper-Mid,Paid Search,0.556
C007476,2023-09-16,Khulna,End-User,50.0,5,Mid,Organic,0.535
C007477,2023-03-04,Chattogram,End-User,32.0,2,Lower-Mid,Marketplace,0.531
C007478,2022-06-15,Sylhet,Renter-to-Owner,18.0,2,High,Organic,0.858
C007479,2024-07-21,Barishal,Renter-to-Owner,32.0,3,Low,Paid Search,0.41
C007480,2024-08-02,Khulna,Renter-to-Owner,42.0,4,Upper-Mid,Paid Search,0.695
C007481,2024-06-08,Chattogram,Renter-to-Owner,36.0,4,Lower-Mid,Paid Search,0.499
C007482,2023-01-28,Khulna,End-User,26.0,3,Mid,Organic,0.663
C007483,2022-10-01,Rajshahi,End-User,28.0,2,High,Organic,0.787
C007484,2022-02-23,Chattogram,Business Buyer,31.0,3,Upper-Mid,Broker Network,0.768
C007485,2024-02-19,Barishal,End-User,30.0,1,Upper-Mid,Organic,0.753
C007486,2022-12-16,Chattogram,Renter-to-Owner,23.0,3,Upper-Mid,Broker Network,0.824
C007487,2024-08-09,Chattogram,End-User,33.0,4,Lower-Mid,Facebook,0.356
C007488,2024-07-16,Rajshahi,Business Buyer,22.0,4,Lower-Mid,Organic,0.568
C007489,2022-05-17,Mymensingh,Renter-to-Owner,43.0,4,Mid,Email,0.822
C007490,2024-09-04,Dhaka,End-User,44.0,6,Lower-Mid,Referral,0.58
C007491,2022-05-30,Dhaka,Renter-to-Owner,25.0,5,Lower-Mid,Referral,0.734
C007492,2023-06-07,Dhaka,End-User,28.0,5,Low,Organic,0.501
C007493,2023-05-21,Sylhet,End-User,30.0,4,Upper-Mid,Referral,0.737
C007494,2024-10-16,Chattogram,Renter-to-Owner,34.0,4,Mid,Broker Network,0.479
C007495,2023-12-02,Chattogram,End-User,36.0,3,Low,Marketplace,0.262
C007496,2024-07-22,Dhaka,End-User,38.0,4,Mid,Referral,0.672
C007497,2023-09-28,Rangpur,End-User,38.0,6,Mid,Facebook,0.448
C007498,2024-05-29,Chattogram,Business Buyer,48.0,4,Upper-Mid,Broker Network,0.778
C007499,2024-06-27,Rajshahi,Investor,35.0,2,Lower-Mid,Organic,0.783
C007500,2024-07-05,Dhaka,Renter-to-Owner,22.0,5,Mid,Facebook,0.601
C007501,2023-03-15,Dhaka,End-User,20.0,5,Lower-Mid,Broker Network,0.522
C007502,2023-02-12,Dhaka,End-User,49.0,4,Upper-Mid,Paid Search,0.731
C007503,2024-11-15,Chattogram,Renter-to-Owner,39.0,1,Upper-Mid,Organic,0.869
C007504,2024-03-17,Chattogram,End-User,36.0,5,Low,Organic,0.425
C007505,2024-09-04,Dhaka,Renter-to-Owner,38.0,4,Lower-Mid,Organic,0.682
C007506,2023-09-08,Chattogram,Renter-to-Owner,35.0,3,Low,Email,0.383
C007507,2024-09-17,Dhaka,Business Buyer,38.0,5,Lower-Mid,Broker Network,0.638
C007508,2024-02-07,Chattogram,Renter-to-Owner,31.0,1,Low,Broker Network,0.525
C007509,2024-03-02,Dhaka,Investor,43.0,4,Upper-Mid,Marketplace,0.802
C007510,2022-07-09,Dhaka,Renter-to-Owner,29.0,3,Lower-Mid,Paid Search,0.502
C007511,2023-08-28,Dhaka,End-User,26.0,6,,Broker Network,0.49
C007512,2024-02-19,Sylhet,Investor,19.0,4,Mid,Paid Search,0.737
C007513,2024-03-22,Mymensingh,End-User,32.0,3,Mid,Broker Network,0.451
C007514,2024-10-17,Rajshahi,Renter-to-Owner,45.0,5,Lower-Mid,Referral,0.589
C007515,2022-12-15,Dhaka,End-User,30.0,1,,Marketplace,0.615
C007516,2022-11-19,Mymensingh,End-User,22.0,4,Mid,Broker Network,0.64
C007517,2024-10-30,Mymensingh,End-User,37.0,2,Lower-Mid,Organic,0.416
C007518,2024-11-17,Chattogram,End-User,28.0,3,Low,Referral,0.477
C007519,2022-07-11,Dhaka,Renter-to-Owner,48.0,3,Mid,Organic,0.716
C007520,2023-02-08,Sylhet,Investor,44.0,5,Low,Facebook,0.548
C007521,2024-10-07,Mymensingh,Renter-to-Owner,23.0,7,Low,Organic,0.536
C007522,2022-08-01,Barishal,Renter-to-Owner,32.0,1,Lower-Mid,Facebook,0.522
C007523,2024-04-14,Rajshahi,End-User,27.0,4,Upper-Mid,Broker Network,0.452
C007524,2022-04-30,Rajshahi,End-User,24.0,7,Mid,Paid Search,0.466
C007525,2022-07-10,Mymensingh,Investor,33.0,3,Upper-Mid,Organic,0.95
C007526,2024-04-16,Dhaka,End-User,41.0,3,Lower-Mid,Paid Search,0.502
C007527,2023-10-10,Dhaka,End-User,33.0,4,Upper-Mid,Organic,0.632
C007528,2023-08-15,Rangpur,End-User,29.0,5,Lower-Mid,Organic,0.539
C007529,2024-07-02,Dhaka,Renter-to-Owner,18.0,5,High,Referral,0.907
C007530,2022-11-24,Chattogram,End-User,28.0,3,Mid,Broker Network,0.703
C007531,2023-06-21,Dhaka,Investor,39.0,3,Mid,Facebook,0.689
C007532,2023-10-11,Dhaka,End-User,,5,Upper-Mid,Paid Search,0.572
C007533,2024-02-28,Dhaka,Renter-to-Owner,46.0,3,High,Facebook,0.71
C007534,2022-12-21,Khulna,End-User,29.0,1,Low,Marketplace,0.314
C007535,2023-11-07,Chattogram,Renter-to-Owner,36.0,2,Lower-Mid,Paid Search,0.472
C007536,2023-04-23,Khulna,Investor,30.0,3,Mid,Facebook,0.735
C007537,2023-08-01,Chattogram,Business Buyer,23.0,6,Low,Facebook,0.446
C007538,2024-07-08,Mymensingh,End-User,38.0,2,Lower-Mid,Organic,0.505
C007539,2023-02-24,Rajshahi,End-User,29.0,6,Low,Paid Search,0.52
C007540,2023-12-14,Mymensingh,End-User,27.0,5,Mid,Referral,0.543
C007541,2024-10-01,Chattogram,End-User,18.0,4,Mid,Organic,0.627
C007542,2024-03-23,Dhaka,Renter-to-Owner,46.0,1,Low,Referral,0.429
C007543,2024-11-19,Barishal,Investor,34.0,2,Mid,Paid Search,0.814
C007544,2023-09-15,Rangpur,Investor,44.0,3,Lower-Mid,Paid Search,0.74
C007545,2022-10-28,Dhaka,End-User,40.0,6,High,Facebook,0.611
C007546,2024-11-22,Rajshahi,End-User,44.0,3,Low,Paid Search,0.314
C007547,2023-11-19,Rajshahi,Renter-to-Owner,29.0,3,Upper-Mid,Paid Search,0.743
C007548,2022-09-15,Dhaka,Investor,22.0,4,High,Facebook,0.858
C007549,2022-12-05,Khulna,Renter-to-Owner,41.0,2,,Referral,0.803
C007550,2022-10-07,Dhaka,Renter-to-Owner,35.0,4,Mid,Email,0.534
C007551,2024-06-07,Dhaka,Investor,30.0,3,Low,Email,0.676
C007552,2022-04-09,Rangpur,Investor,41.0,7,Lower-Mid,Facebook,0.809
C007553,2024-02-28,Khulna,End-User,37.0,3,Low,Organic,0.461
C007554,2023-08-14,Barishal,Investor,40.0,6,Mid,Organic,0.749
C007555,2022-03-20,Sylhet,Renter-to-Owner,25.0,2,High,Organic,0.768
C007556,2023-10-16,Mymensingh,End-User,43.0,4,Low,Organic,0.417
C007557,2024-03-13,Chattogram,End-User,34.0,4,Mid,Organic,0.654
C007558,2024-02-13,Chattogram,Renter-to-Owner,44.0,4,,Broker Network,0.531
C007559,2023-07-18,Dhaka,End-User,43.0,4,Lower-Mid,Facebook,0.405
C007560,2022-12-24,Rajshahi,Renter-to-Owner,40.0,5,Mid,Organic,0.681
C007561,2022-06-24,Khulna,End-User,33.0,4,Lower-Mid,Referral,0.654
C007562,2022-01-14,Sylhet,End-User,40.0,3,Mid,Broker Network,0.729
C007563,2023-01-19,Chattogram,End-User,44.0,3,Low,Organic,0.419
C007564,2023-11-05,Dhaka,End-User,39.0,3,Mid,Organic,0.511
C007565,2022-02-10,Rangpur,Business Buyer,36.0,3,Mid,Facebook,0.661
C007566,2024-11-30,Rangpur,End-User,40.0,3,Low,Organic,0.444
C007567,2023-09-17,Chattogram,Renter-to-Owner,,4,Mid,Organic,0.765
C007568,2022-11-10,Sylhet,Business Buyer,48.0,2,Lower-Mid,Facebook,0.525
C007569,2024-10-22,Khulna,End-User,19.0,2,Mid,Facebook,0.441
C007570,2022-07-16,Barishal,Renter-to-Owner,34.0,5,Mid,Broker Network,0.649
C007571,2024-10-17,Chattogram,End-User,30.0,1,Lower-Mid,Organic,0.483
C007572,2022-10-28,Khulna,Investor,28.0,5,Upper-Mid,Email,0.811
C007573,2023-02-09,Dhaka,Business Buyer,37.0,3,Lower-Mid,Organic,0.571
C007574,2023-03-30,Dhaka,End-User,24.0,6,Lower-Mid,Paid Search,0.35
C007575,2024-11-26,Barishal,Renter-to-Owner,53.0,5,Lower-Mid,Organic,0.629
C007576,2022-09-25,Chattogram,End-User,22.0,3,Mid,Paid Search,0.561
C007577,2024-11-03,Dhaka,Investor,25.0,3,Upper-Mid,Broker Network,0.796
C007578,2023-01-05,Dhaka,End-User,25.0,6,Mid,Organic,0.666
C007579,2022-11-01,Chattogram,End-User,36.0,5,Low,Organic,0.283
C007580,2023-11-12,Sylhet,Investor,43.0,5,Mid,Referral,0.787
C007581,2024-01-10,Chattogram,Renter-to-Owner,39.0,5,Low,Organic,0.517
C007582,2023-01-03,Sylhet,Investor,47.0,2,Mid,Referral,0.909
C007583,2022-05-23,Rangpur,Business Buyer,27.0,4,High,Email,0.806
C007584,2023-02-27,Chattogram,End-User,40.0,3,Mid,Organic,0.69
C007585,2023-07-31,Barishal,End-User,31.0,2,Lower-Mid,Organic,0.458
C007586,2022-02-12,Dhaka,End-User,36.0,4,Low,Facebook,0.416
C007587,2022-03-25,Chattogram,Investor,44.0,3,Lower-Mid,Email,0.805
C007588,2024-09-05,Dhaka,End-User,19.0,3,Mid,Marketplace,0.45
C007589,2022-02-08,Dhaka,End-User,52.0,3,Upper-Mid,Broker Network,0.672
C007590,2023-03-10,Dhaka,End-User,33.0,2,Mid,Referral,0.663
C007591,2024-03-25,Dhaka,End-User,20.0,6,High,Facebook,0.58
C007592,2022-12-16,Rangpur,End-User,28.0,4,Lower-Mid,Broker Network,0.525
C007593,2023-06-12,Khulna,End-User,35.0,2,Low,Broker Network,0.365
C007594,2022-04-03,Mymensingh,End-User,28.0,4,Mid,Organic,0.533
C007595,2024-04-26,Khulna,End-User,18.0,6,Lower-Mid,Broker Network,0.456
C007596,2023-11-08,Rajshahi,Renter-to-Owner,35.0,5,Lower-Mid,Broker Network,0.52
C007597,2024-06-26,Dhaka,Investor,28.0,3,,Marketplace,0.624
C007598,2024-07-09,Khulna,End-User,40.0,3,Mid,Broker Network,0.58
C007599,2023-01-09,Chattogram,End-User,24.0,2,Lower-Mid,Broker Network,0.675
C007600,2022-02-13,Mymensingh,End-User,54.0,3,High,Marketplace,0.647
C007601,2023-01-05,Mymensingh,Business Buyer,39.0,3,Upper-Mid,Organic,0.848
C007602,2022-06-04,Dhaka,Renter-to-Owner,36.0,2,Mid,Facebook,0.578
C007603,2023-07-23,Rajshahi,Renter-to-Owner,40.0,3,Lower-Mid,Email,0.438
C007604,2022-06-06,Rajshahi,End-User,18.0,4,Low,Referral,0.577
C007605,2024-09-09,Khulna,End-User,30.0,3,Mid,Marketplace,0.54
C007606,2023-10-05,Dhaka,Investor,50.0,4,Low,Organic,0.568
C007607,2022-09-27,Rajshahi,Renter-to-Owner,31.0,6,Lower-Mid,Organic,0.612
C007608,2024-09-09,Barishal,End-User,33.0,6,Low,Paid Search,0.453
C007609,2024-03-31,Chattogram,End-User,30.0,4,Mid,Organic,0.532
