property_id,city,neighborhood_code,property_type,size_sqm,bedrooms,bathrooms,year_built,location_score,amenities_count,list_price,has_parking,near_transit,near_school
P003844,Sylhet,N158,House,134.6,4,4,2019,0.436,6.0,11339884,True,False,False
P003845,Sylhet,N183,House,218.9,4,4,2006,0.903,7.0,18244897,True,True,True
P003846,Khulna,N124,Apartment,96.4,3,2,2011,0.705,8.0,6626989,True,False,True
P003847,Dhaka,N205,House,215.7,4,1,2025,0.794,5.0,33750517,False,True,True
P003848,Khulna,N075,Land,299.9,0,0,2018,0.716,7.0,15640411,True,True,False
P003849,Dhaka,N056,Commercial,251.3,0,0,2011,0.796,8.0,28443823,True,True,False
P003850,Dhaka,N183,Apartment,78.2,3,2,2003,0.751,7.0,15513859,True,True,False
P003851,Khulna,N190,House,103.8,4,1,2024,0.585,9.0,13671576,True,False,False
P003852,Rajshahi,N048,Commercial,147.7,0,0,2025,0.449,15.0,17102193,True,False,True
P003853,Barishal,N187,House,87.5,5,4,1996,,9.0,15308998,True,False,True
P003854,Dhaka,N099,Apartment,84.0,3,2,2003,0.562,7.0,12463202,True,True,False
P003855,Mymensingh,N002,Apartment,125.0,2,1,2021,0.784,5.0,9863341,False,True,True
P003856,Khulna,N121,Commercial,60.0,0,0,2009,0.697,15.0,13966823,False,True,False
P003857,Rajshahi,N117,House,169.8,4,2,2022,0.517,9.0,12203589,True,False,True
P003858,Dhaka,N213,Land,266.8,0,0,2010,0.837,7.0,19839297,True,False,True
P003859,Barishal,N006,Apartment,111.8,2,2,2025,0.557,,7899702,False,True,False
P003860,Rajshahi,N086,House,132.6,4,3,2003,,8.0,14631323,True,True,True
P003861,Dhaka,N009,Commercial,220.3,0,0,2012,0.713,,53413427,False,True,True
P003862,Khulna,N153,House,135.4,4,2,2012,0.759,7.0,15833444,False,False,False
P003863,Chattogram,N024,Apartment,121.3,2,2,2020,0.597,5.0,9398178,False,False,False
P003864,Mymensingh,N069,Apartment,49.8,1,2,2014,0.479,7.0,5886496,False,False,True
P003865,Mymensingh,N190,Apartment,121.9,0,2,2012,0.613,4.0,10980372,True,True,True
P003866,Rajshahi,N004,Apartment,89.0,2,2,2011,0.867,9.0,7792429,True,False,False
P003867,Chattogram,N168,Apartment,56.7,4,2,1999,0.429,9.0,6523083,True,False,False
P003868,Chattogram,N092,House,168.0,3,2,2010,,9.0,19858382,True,False,True
P003869,Dhaka,N189,Land,152.6,0,0,2008,0.714,10.0,13194906,False,False,True
P003870,Barishal,N075,Commercial,144.1,0,0,2018,0.481,1.0,13205931,True,False,False
P003871,Khulna,N156,Apartment,112.2,2,1,2009,0.444,7.0,7662163,True,True,False
P003872,Khulna,N204,Apartment,110.3,2,2,2020,0.767,7.0,9940435,True,True,True
P003873,Dhaka,N177,Apartment,73.2,4,2,2010,0.615,6.0,10436424,True,True,False
P003874,Dhaka,N119,Apartment,84.1,3,3,2013,0.602,8.0,11191633,True,False,True
P003875,Dhaka,N095,House,282.1,2,3,2014,0.63,4.0,29832149,True,True,True
P003876,Chattogram,N033,Apartment,113.2,3,2,2009,,11.0,9990767,True,True,True
P003877,Chattogram,N073,Land,147.8,0,0,2015,0.746,2.0,10923403,False,True,False
P003878,Rangpur,N123,Apartment,110.3,1,2,2002,0.442,4.0,10309348,False,True,True
P003879,Barishal,N192,House,113.9,3,3,2018,0.587,4.0,9862198,True,False,True
P003880,Rajshahi,N116,Commercial,241.2,0,0,2015,0.527,9.0,29855972,False,True,True
P003881,Dhaka,N139,Apartment,106.5,1,2,2018,0.526,6.0,15294325,True,True,True
P003882,Khulna,N134,Commercial,135.3,0,0,2023,0.544,11.0,20232439,True,True,False
P003883,Mymensingh,N188,House,241.5,4,3,2025,0.753,4.0,13526932,True,True,True
P003884,Khulna,N206,Apartment,113.9,2,1,2012,0.667,8.0,7090877,True,True,False
P003885,Khulna,N147,Apartment,51.4,1,2,2008,0.728,9.0,5888525,True,False,False
P003886,Dhaka,N142,Apartment,79.7,3,2,2011,0.367,9.0,8318715,True,True,False
P003887,Dhaka,N014,House,121.7,4,3,2025,0.615,4.0,15424255,False,True,True
P003888,Rajshahi,N120,House,163.7,2,4,2006,0.69,7.0,11458786,False,False,True
P003889,Rangpur,N122,Apartment,125.5,2,1,2025,0.56,2.0,6119641,False,False,True
P003890,Barishal,N151,Apartment,105.8,4,2,2015,0.626,15.0,12783408,False,True,True
P003891,Rangpur,N159,Commercial,216.8,0,0,2017,0.628,11.0,18014525,True,True,False
P003892,Barishal,N132,Commercial,295.9,0,0,2025,0.387,10.0,22111277,True,False,True
P003893,Rajshahi,N156,House,70.0,3,1,2011,0.552,6.0,8726079,True,False,True
P003894,Khulna,N033,Apartment,149.9,2,2,2017,0.478,7.0,8082309,True,False,True
P003895,Chattogram,N025,Apartment,88.1,2,1,2024,0.715,9.0,10417242,True,False,False
P003896,Barishal,N219,House,251.3,5,4,2006,0.559,6.0,18776793,True,True,True
P003897,Chattogram,N177,Apartment,86.8,2,1,2001,0.48,9.0,8642237,True,True,False
P003898,Khulna,N218,Land,162.2,0,0,2016,0.604,11.0,8104298,False,False,True
P003899,Mymensingh,N097,House,98.9,3,2,2005,0.845,4.0,12384802,False,True,True
P003900,Dhaka,N176,Apartment,111.1,3,2,2017,0.457,10.0,14883904,False,False,False
P003901,Chattogram,N169,Land,212.0,0,0,2013,0.823,,13727672,False,False,False
P003902,Dhaka,N017,House,185.9,5,3,2022,0.612,5.0,21269634,True,True,True
P003903,Chattogram,N121,Land,172.8,0,0,2021,0.665,7.0,8777551,False,False,False
P003904,Rangpur,N099,House,70.0,3,3,2001,0.367,8.0,6288616,False,True,True
P003905,Dhaka,N143,Commercial,151.2,0,0,2011,0.758,4.0,24012765,False,True,True
P003906,Rangpur,N178,Land,254.6,0,0,2005,0.669,10.0,11765893,False,False,True
P003907,Khulna,N124,Commercial,165.4,0,0,2017,0.894,5.0,23230752,True,False,True
P003908,Khulna,N125,Commercial,60.0,0,0,2005,0.688,1.0,11211955,False,True,True
P003909,Mymensingh,N113,House,176.1,2,2,2022,0.334,5.0,11306586,True,True,False
P003910,Chattogram,N029,Land,278.0,0,0,2001,0.688,4.0,12198201,False,True,False
P003911,Chattogram,N057,Apartment,116.9,2,1,2013,0.709,8.0,10096047,False,False,True
P003912,Rajshahi,N007,Apartment,77.1,4,3,2008,0.402,8.0,6129314,False,False,True
P003913,Khulna,N071,Apartment,135.6,2,2,2010,0.283,4.0,7020016,False,True,False
P003914,Chattogram,N077,Apartment,79.3,2,1,2010,0.382,7.0,8573694,True,True,True
P003915,Rangpur,N189,Apartment,164.0,4,2,2014,0.656,10.0,9189543,True,False,False
P003916,Sylhet,N052,House,208.8,4,2,2005,0.578,12.0,19543172,True,True,True
P003917,Chattogram,N080,Apartment,57.9,4,1,2010,0.818,7.0,9925427,True,True,True
P003918,Dhaka,N007,Apartment,131.6,2,2,2025,0.925,9.0,18208435,False,False,True
P003919,Dhaka,N051,Apartment,84.2,3,2,2014,0.834,5.0,11751754,True,True,False
P003920,Dhaka,N132,House,215.9,4,2,2025,0.844,6.0,30190719,True,True,True
P003921,Mymensingh,N204,Apartment,148.0,1,2,2013,0.8,11.0,15881530,False,False,True
P003922,Dhaka,N153,Apartment,171.7,1,2,2010,0.78,7.0,13969437,True,True,True
P003923,Mymensingh,N112,House,282.6,5,2,2005,0.688,5.0,22766816,True,False,False
P003924,Rajshahi,N166,Apartment,113.2,2,2,2018,0.304,7.0,6868640,True,False,False
P003925,Khulna,N202,House,135.5,5,2,2025,0.526,5.0,11590488,True,True,False
P003926,Rangpur,N100,Apartment,112.5,2,1,2023,0.446,6.0,6549002,False,True,False
P003927,Chattogram,N080,Apartment,86.5,2,2,2019,0.864,8.0,8998542,False,False,False
P003928,Dhaka,N218,Apartment,94.9,2,3,2025,0.562,5.0,9122773,True,False,True
P003929,Dhaka,N009,Land,356.9,0,0,2020,0.557,1.0,16817811,False,True,False
P003930,Barishal,N198,House,70.0,2,2,2022,0.562,5.0,12302226,True,False,True
P003931,Rajshahi,N170,House,184.2,3,1,2021,0.852,5.0,13595843,False,True,False
P003932,Chattogram,N150,Apartment,122.2,1,1,2021,0.939,8.0,13498241,False,True,False
P003933,Barishal,N060,Apartment,98.1,2,1,2006,0.596,9.0,9108186,False,True,True
P003934,Khulna,N031,House,123.1,2,3,2010,0.682,7.0,11031099,False,False,False
P003935,Chattogram,N001,House,184.9,3,3,2025,0.658,5.0,17956454,True,False,False
P003936,Mymensingh,N170,Apartment,35.0,3,2,2009,0.708,8.0,6121888,True,True,False
P003937,Khulna,N213,Land,60.0,0,0,2006,0.308,9.0,4696980,False,True,False
P003938,Rajshahi,N039,Commercial,60.0,0,0,2018,0.805,6.0,14807115,True,False,True
P003939,Rajshahi,N063,Apartment,71.3,2,2,2013,0.616,7.0,8867672,False,True,False
P003940,Dhaka,N039,Apartment,95.2,3,2,2025,0.632,13.0,12571251,False,True,False
P003941,Mymensingh,N111,Commercial,227.4,0,0,2003,0.524,10.0,21988863,False,False,False
P003942,Dhaka,N172,Land,60.0,0,0,2005,0.779,11.0,12940483,True,False,False
P003943,Chattogram,N120,Apartment,91.0,4,2,2025,0.896,8.0,17716854,False,True,False
P003944,Chattogram,N152,Land,60.0,0,0,2007,0.883,5.0,9301760,False,True,True
P003945,Mymensingh,N129,House,139.8,4,2,2009,0.506,9.0,13432020,True,False,True
P003946,Rajshahi,N063,House,127.2,4,2,2012,0.731,6.0,15021458,False,True,True
P003947,Chattogram,N100,House,70.0,2,2,1996,0.541,4.0,11443597,True,False,False
P003948,Chattogram,N073,Apartment,162.0,4,2,2018,0.559,6.0,14986292,True,False,False
P003949,Dhaka,N006,Apartment,95.9,2,1,2003,0.699,9.0,13816528,False,True,True
P003950,Dhaka,N077,Apartment,47.2,2,1,2019,0.789,8.0,10665107,True,False,True
P003951,Dhaka,N133,Apartment,135.9,2,3,2002,0.8,7.0,17575688,True,True,True
P003952,Chattogram,N187,Apartment,124.4,2,1,2020,0.703,7.0,11028604,False,True,True
P003953,Dhaka,N060,Apartment,73.7,2,1,2012,0.489,8.0,13695927,False,True,True
P003954,Mymensingh,N007,Apartment,118.8,3,1,2013,0.713,11.0,12565496,True,True,False
P003955,Dhaka,N067,House,214.8,3,2,2019,0.95,2.0,29285563,True,False,True
P003956,Rangpur,N145,Land,288.2,0,0,2021,0.716,8.0,12588226,False,True,False
P003957,Rangpur,N219,House,167.5,4,1,2015,0.807,10.0,17080678,True,False,True
P003958,Dhaka,N066,Apartment,79.4,3,1,2014,0.825,8.0,10703558,True,True,True
P003959,Dhaka,N018,Apartment,55.1,2,3,2010,0.857,9.0,14682718,True,True,True
P003960,Sylhet,N017,House,170.3,3,2,2017,0.397,10.0,11483083,True,False,True
P003961,Mymensingh,N158,Commercial,207.5,0,0,2025,0.49,6.0,23735621,False,True,True
P003962,Khulna,N046,Commercial,222.2,0,0,2018,0.811,8.0,25050414,True,False,False
P003963,Chattogram,N186,House,175.1,2,1,2005,0.809,4.0,16839791,True,False,True
P003964,Dhaka,N101,Apartment,110.9,2,2,2014,,10.0,15256747,False,True,True
P003965,Barishal,N147,Apartment,89.7,2,2,2009,0.653,12.0,9930710,True,False,True
P003966,Dhaka,N003,Apartment,70.6,1,2,2005,0.874,9.0,16900670,False,False,False
P003967,Dhaka,N143,Apartment,102.2,1,2,2012,0.772,5.0,16143319,False,True,True
P003968,Dhaka,N057,Apartment,89.5,3,1,2017,0.88,14.0,14945346,True,True,True
P003969,Sylhet,N104,Apartment,147.2,1,1,2019,0.568,11.0,9395703,True,True,True
P003970,Chattogram,N219,House,70.0,1,3,2018,0.847,5.0,13548524,True,False,True
P003971,Barishal,N016,Apartment,118.4,3,2,2008,0.673,8.0,8324762,False,False,False
P003972,Dhaka,N125,Land,60.0,0,0,2007,0.569,6.0,8358570,False,True,False
P003973,Sylhet,N026,Apartment,116.4,0,1,2004,,8.0,8583644,True,True,False
P003974,Rangpur,N026,Land,361.1,0,0,2013,0.95,9.0,15199973,False,False,False
P003975,Rangpur,N108,Apartment,49.9,3,3,2018,0.537,7.0,6130076,True,False,True
P003976,Dhaka,N157,Apartment,71.7,3,2,2018,0.661,5.0,10086948,True,False,False
P003977,Rajshahi,N026,House,174.3,1,3,2007,0.736,4.0,14198805,True,True,True
P003978,Mymensingh,N178,House,175.1,4,3,2025,0.599,7.0,18157581,True,True,True
P003979,Barishal,N084,Apartment,129.3,2,1,2016,0.617,10.0,7179166,True,True,False
P003980,Rangpur,N107,Land,97.4,0,0,2020,0.841,3.0,6144481,True,True,False
P003981,Mymensingh,N050,House,98.4,2,2,2018,0.427,7.0,7400700,False,False,False
P003982,Dhaka,N144,Apartment,35.2,3,2,2003,0.627,8.0,7887881,False,True,False
P003983,Dhaka,N184,House,222.4,4,1,2020,0.721,5.0,38122272,True,True,True
P003984,Barishal,N104,House,149.8,4,3,2025,0.642,4.0,10603839,True,False,True
P003985,Barishal,N188,Apartment,77.2,3,1,2006,0.851,8.0,8123095,True,True,True
P003986,Dhaka,N055,Land,225.9,0,0,2006,,8.0,14430959,True,True,True
P003987,Rangpur,N027,Land,148.4,0,0,2017,0.514,7.0,6321687,True,True,False
P003988,Chattogram,N193,House,70.0,2,1,2015,,7.0,15504276,False,False,False
P003989,Mymensingh,N134,Apartment,76.4,4,2,2018,0.525,7.0,7642775,False,False,True
P003990,Dhaka,N013,Land,242.9,0,0,2006,0.947,7.0,21792650,False,True,False
P003991,Rajshahi,N198,Apartment,71.9,4,1,2020,0.561,13.0,7506885,True,False,True
P003992,Mymensingh,N198,Commercial,60.0,0,0,2001,0.463,9.0,13929681,True,False,False
P003993,Rajshahi,N185,Commercial,225.5,0,0,2011,0.796,10.0,27074359,False,True,True
P003994,Dhaka,N188,Apartment,116.2,3,2,2017,0.43,6.0,8912292,True,False,True
P003995,Dhaka,N193,House,143.6,3,3,2008,0.633,5.0,20203634,True,True,True
P003996,Khulna,N001,House,221.8,2,4,2015,0.209,,11583923,False,True,False
P003997,Sylhet,N216,House,249.8,4,2,2023,0.705,5.0,16466702,False,False,False
P003998,Barishal,N140,Land,372.6,0,0,2008,0.471,4.0,10763455,True,False,False
P003999,Rajshahi,N137,House,70.0,2,3,2011,0.828,5.0,8663110,True,False,False
P004000,Chattogram,N190,Land,99.2,0,0,1996,0.851,6.0,10334834,False,True,True
P004001,Dhaka,N169,Apartment,123.1,1,2,2015,0.632,14.0,19397780,False,False,True
P004002,Rajshahi,N118,Apartment,113.0,2,1,2024,0.95,13.0,7127265,True,True,False
P004003,Khulna,N128,Land,277.6,0,0,2006,0.474,10.0,13889852,True,False,True
P004004,Dhaka,N167,House,143.5,3,2,2010,0.545,10.0,23268513,True,False,True
P004005,Mymensingh,N183,House,241.9,3,4,2022,0.536,9.0,19988145,True,True,False
P004006,Khulna,N125,Apartment,100.2,2,1,2025,0.644,4.0,8892995,False,False,False
P004007,Barishal,N014,Apartment,112.1,3,1,2014,0.736,10.0,7309124,False,True,True
P004008,Rajshahi,N011,Apartment,65.5,1,1,2007,0.872,3.0,6576528,True,True,True
P004009,Dhaka,N030,House,228.8,2,3,2010,0.743,11.0,38726802,True,True,False
P004010,Mymensingh,N051,House,135.5,3,2,2018,0.567,8.0,13465865,True,True,False
P004011,Khulna,N146,Commercial,174.4,0,0,2009,0.611,6.0,25693557,False,False,False
P004012,Rajshahi,N172,Apartment,108.7,3,2,2010,0.737,9.0,7686178,False,False,False
P004013,Khulna,N046,Apartment,92.3,3,4,2008,0.464,5.0,6803832,True,True,False
P004014,Barishal,N072,Apartment,90.9,2,2,2021,0.514,7.0,6739360,True,False,True
P004015,Mymensingh,N215,Land,345.7,0,0,2015,0.921,7.0,20307643,False,False,False
P004016,Chattogram,N181,House,97.3,4,2,2010,0.54,6.0,15368828,False,False,False
P004017,Rangpur,N027,Apartment,111.4,2,2,2015,0.425,12.0,7788831,False,False,False
P004018,Dhaka,N039,Apartment,83.5,1,2,2018,0.95,9.0,22141601,True,False,True
P004019,Chattogram,N182,Commercial,157.8,0,0,2001,0.736,10.0,33064198,False,False,True
P004020,Rangpur,N100,House,133.1,4,3,2017,0.82,6.0,11663934,True,True,True
P004021,Rajshahi,N214,Apartment,96.5,3,2,2024,0.372,7.0,6452920,False,False,False
P004022,Dhaka,N025,Apartment,73.2,1,2,2008,0.95,10.0,17285535,True,True,False
P004023,Chattogram,N164,House,220.9,3,2,2008,0.15,6.0,14459009,True,True,True
P004024,Sylhet,N030,House,153.9,4,3,2023,0.614,6.0,17440258,True,True,True
P004025,Chattogram,N193,Apartment,121.7,3,2,1999,0.946,8.0,17442532,True,True,True
P004026,Dhaka,N142,Apartment,126.7,1,2,2025,0.935,9.0,19794685,True,False,True
P004027,Barishal,N092,House,174.1,4,2,2006,0.76,6.0,13454373,False,False,False
P004028,Dhaka,N121,Apartment,102.3,3,2,2010,0.95,7.0,14508422,False,True,False
P004029,Dhaka,N217,Apartment,66.0,2,1,2006,0.702,4.0,11920882,False,True,True
P004030,Sylhet,N132,Land,372.1,0,0,2004,0.431,9.0,15383476,True,False,True
P004031,Sylhet,N056,Apartment,113.4,3,3,2017,0.547,6.0,13132128,True,False,False
P004032,Dhaka,N127,Apartment,91.8,2,2,2018,0.512,8.0,10569998,True,True,True
P004033,Khulna,N210,Apartment,102.5,2,2,2008,0.584,1.0,7397143,True,True,True
P004034,Dhaka,N181,Apartment,110.7,4,2,2003,0.488,10.0,13119531,False,True,False
P004035,Rangpur,N213,Land,333.9,0,0,2010,0.763,10.0,8896820,False,False,True
P004036,Sylhet,N157,Apartment,121.5,1,2,2018,0.324,10.0,10894202,True,True,False
P004037,Sylhet,N198,Apartment,84.8,2,4,2014,0.555,10.0,8197758,True,True,False
P004038,Sylhet,N043,Apartment,58.1,2,2,2016,0.511,7.0,8574895,True,True,True
P004039,Dhaka,N128,Apartment,138.0,0,2,2011,0.663,13.0,21095738,True,True,True
P004040,Dhaka,N135,Apartment,104.1,3,3,1996,0.681,7.0,15787040,True,True,True
P004041,Chattogram,N199,Apartment,86.8,3,1,2001,0.92,12.0,12592300,False,True,True
P004042,Sylhet,N024,House,133.3,3,1,2023,0.551,6.0,12232566,True,True,False
P004043,Mymensingh,N066,House,197.6,3,4,2016,0.437,12.0,24773456,True,False,False
P004044,Dhaka,N135,Apartment,108.9,2,2,2005,0.791,8.0,16237358,True,False,False
P004045,Rangpur,N133,Land,301.8,0,0,2013,0.603,5.0,14673187,False,False,False
P004046,Dhaka,N056,Apartment,105.8,3,3,2025,0.697,2.0,11806943,False,False,False
P004047,Chattogram,N166,Land,302.6,0,0,2009,0.615,6.0,16725808,False,False,False
P004048,Chattogram,N023,Apartment,59.6,2,2,2014,0.611,10.0,10814969,True,False,False
P004049,Chattogram,N149,Apartment,126.5,3,2,2019,0.689,6.0,14600655,False,False,True
P004050,Rangpur,N112,Apartment,68.9,1,2,2009,0.494,4.0,3574842,True,False,False
P004051,Chattogram,N134,House,95.4,2,3,2025,0.788,7.0,15552639,True,True,False
P004052,Barishal,N143,Apartment,87.5,4,1,2013,0.95,12.0,10806156,True,True,False
P004053,Rangpur,N097,House,79.0,3,3,2023,0.518,11.0,13696043,True,True,True
P004054,Khulna,N202,Apartment,73.3,1,1,2020,0.6,1.0,6998591,False,False,False
P004055,Chattogram,N113,House,146.6,2,2,2020,0.751,9.0,19710955,True,True,True
P004056,Dhaka,N012,House,270.0,3,4,2019,0.853,8.0,40922402,False,False,False
P004057,Sylhet,N212,House,100.8,3,2,2001,0.707,3.0,19287469,False,True,True
P004058,Mymensingh,N143,Land,143.5,0,0,2003,0.467,7.0,7403823,False,True,True
P004059,Dhaka,N057,Apartment,82.2,2,3,2025,0.451,13.0,12624726,False,True,True
P004060,Mymensingh,N151,Apartment,120.2,2,1,2006,0.383,,9208758,False,False,False
P004061,Mymensingh,N039,Apartment,75.9,2,1,2025,0.74,11.0,8349437,True,True,True
P004062,Rajshahi,N125,Apartment,106.9,2,1,2003,0.553,4.0,7368639,False,False,False
P004063,Rajshahi,N042,House,115.5,3,3,2011,0.507,9.0,13327493,True,True,False
P004064,Rangpur,N114,House,139.2,3,2,2015,0.558,7.0,10859135,False,True,True
P004065,Mymensingh,N022,House,109.5,3,2,2011,0.71,,11209192,False,True,False
P004066,Rajshahi,N003,Apartment,100.0,3,3,2020,0.877,6.0,12130935,False,False,False
P004067,Dhaka,N168,Apartment,89.9,1,3,2025,0.607,6.0,9977472,False,True,True
P004068,Barishal,N173,House,76.4,2,4,2008,0.451,7.0,7674018,False,True,True
P004069,Dhaka,N138,House,117.5,3,4,2006,0.775,6.0,22197853,False,True,False
P004070,Khulna,N123,House,116.1,4,3,2017,0.67,9.0,11979904,True,False,False
P004071,Rajshahi,N012,Apartment,76.7,2,1,2018,0.536,2.0,6341292,True,True,True
P004072,Chattogram,N096,Apartment,94.7,3,1,2006,0.782,10.0,13077163,True,False,True
P004073,Dhaka,N156,Apartment,137.6,1,2,2025,0.775,3.0,16465573,False,False,True
P004074,Khulna,N147,House,70.0,3,4,2008,0.461,5.0,11314696,False,False,True
P004075,Chattogram,N048,Apartment,100.5,2,2,2020,0.633,10.0,12717056,True,False,True
P004076,Mymensingh,N155,Apartment,90.0,2,1,2014,0.795,10.0,11286705,True,False,True
P004077,Dhaka,N128,Apartment,116.2,2,2,2022,0.873,9.0,12197894,True,False,True
P004078,Rangpur,N037,Apartment,74.9,3,2,2006,0.652,10.0,7245891,False,False,True
P004079,Khulna,N002,Land,78.8,0,0,2019,0.95,8.0,5445786,True,False,True
P004080,Dhaka,N189,Apartment,69.8,3,1,1998,0.775,7.0,13244237,False,False,True
P004081,Dhaka,N032,Apartment,83.3,3,2,2013,0.773,,16866221,True,True,False
P004082,Dhaka,N067,House,70.0,3,4,2009,0.673,7.0,13808309,False,True,True
P004083,Khulna,N211,Land,193.9,0,0,2017,0.591,7.0,6511151,True,False,True
P004084,Mymensingh,N120,Commercial,427.8,0,0,2025,0.7,7.0,32041553,True,False,False
P004085,Barishal,N042,Apartment,120.0,1,2,2008,0.523,6.0,8718144,True,True,False
P004086,Dhaka,N218,Apartment,163.1,0,1,2016,0.835,4.0,17248768,False,True,True
P004087,Chattogram,N209,House,121.0,3,2,2010,0.788,5.0,15716684,True,False,True
P004088,Dhaka,N010,Apartment,109.7,2,2,2025,0.495,10.0,14422831,True,False,False
P004089,Dhaka,N073,Apartment,96.4,3,1,2017,0.48,7.0,9112968,True,False,True
P004090,Dhaka,N062,House,265.0,2,2,2011,0.674,6.0,33036849,True,True,True
P004091,Sylhet,N098,Commercial,187.4,0,0,2020,,10.0,24619616,True,False,True
P004092,Rajshahi,N148,Apartment,123.1,2,2,2006,0.917,8.0,11730465,False,False,False
P004093,Dhaka,N190,House,150.6,3,3,2016,0.15,8.0,13822694,True,True,True
P004094,Dhaka,N148,House,147.6,3,3,2012,0.759,6.0,24216383,False,True,False
P004095,Sylhet,N075,House,243.7,4,3,2020,0.625,,18627035,True,False,True
P004096,Dhaka,N016,Apartment,99.4,3,2,1999,0.568,5.0,14366502,True,True,False
P004097,Dhaka,N198,Commercial,118.4,0,0,2008,0.694,8.0,24615234,True,False,False
P004098,Chattogram,N175,Apartment,95.9,2,2,2012,0.561,6.0,6838091,True,True,True
P004099,Rangpur,N106,Land,390.0,0,0,2002,0.585,5.0,13364548,False,True,True
P004100,Barishal,N107,House,112.7,4,4,2000,0.592,7.0,9130666,False,True,True
P004101,Dhaka,N082,Land,183.2,0,0,2023,0.543,7.0,13423519,False,True,True
P004102,Khulna,N069,House,205.1,4,2,2013,0.583,5.0,16948833,True,False,False
P004103,Rangpur,N141,House,79.3,3,2,2025,0.577,6.0,6146966,True,True,True
P004104,Khulna,N071,Apartment,88.5,2,1,2014,0.73,7.0,6743248,False,False,True
P004105,Chattogram,N088,House,177.2,3,2,2023,0.697,10.0,28250856,False,False,False
P004106,Rangpur,N170,Apartment,69.0,2,3,2005,0.746,4.0,7263857,False,True,True
P004107,Sylhet,N015,Apartment,89.2,3,1,2019,0.696,,9487969,False,False,True
P004108,Khulna,N115,Apartment,142.8,3,2,2003,0.843,10.0,9655208,True,False,True
P004109,Dhaka,N213,Land,268.4,0,0,2017,0.671,7.0,29735001,True,False,False
P004110,Dhaka,N169,Commercial,211.9,0,0,2025,0.867,,45362302,True,True,False
P004111,Dhaka,N118,House,225.7,2,3,2011,0.732,8.0,36763945,False,True,True
P004112,Rajshahi,N146,Apartment,106.3,1,1,2017,0.864,4.0,7216077,True,True,False
P004113,Khulna,N041,Apartment,65.5,3,2,2012,0.679,8.0,6167183,True,False,False
P004114,Rajshahi,N025,Apartment,89.5,1,2,2017,0.467,7.0,8165745,False,False,False
P004115,Dhaka,N168,Land,191.2,0,0,2014,0.71,2.0,12550040,False,True,True
P004116,Khulna,N001,Apartment,95.7,2,2,2025,0.588,6.0,7978883,False,False,False
P004117,Rajshahi,N155,House,139.9,2,2,2017,0.489,10.0,12934328,True,False,False
P004118,Rangpur,N081,Apartment,74.0,2,2,2007,0.545,7.0,8046772,False,False,True
P004119,Dhaka,N165,Apartment,80.0,2,2,2009,0.385,10.0,10995442,False,False,True
P004120,Dhaka,N212,House,173.2,4,3,2025,0.626,8.0,28155151,True,True,False
P004121,Mymensingh,N072,Apartment,113.8,3,3,2012,0.729,4.0,8219726,True,False,True
P004122,Dhaka,N040,Apartment,79.8,1,1,2024,0.809,10.0,11017711,False,True,True
P004123,Khulna,N213,Apartment,133.6,1,2,2022,0.538,10.0,8328567,False,True,False
P004124,Mymensingh,N032,Apartment,135.0,2,2,2011,0.679,6.0,9472104,True,True,True
P004125,Khulna,N193,Land,105.6,0,0,2009,0.823,,6200420,True,True,True
P004126,Rajshahi,N062,Apartment,138.2,2,2,2018,0.502,7.0,7938749,False,True,False
P004127,Dhaka,N168,House,141.9,4,2,2005,0.487,5.0,25350061,True,True,True
P004128,Sylhet,N160,Apartment,106.2,3,2,2023,0.623,7.0,8377365,True,False,True
P004129,Mymensingh,N168,Apartment,70.2,1,3,2009,0.834,11.0,12805647,True,True,True
P004130,Chattogram,N146,Apartment,105.3,2,3,2013,0.874,11.0,13178713,True,False,True
P004131,Rangpur,N139,Apartment,101.3,2,2,2017,0.589,10.0,6979467,True,False,True
P004132,Dhaka,N171,House,227.8,3,2,2017,0.839,8.0,43852393,True,True,True
P004133,Rangpur,N123,Land,360.2,0,0,2006,0.617,7.0,12811397,False,True,False
P004134,Mymensingh,N014,Apartment,113.0,3,2,1998,0.937,11.0,13971417,False,False,False
P004135,Rangpur,N138,House,70.0,3,1,2009,0.708,5.0,7382077,False,True,False
P004136,Dhaka,N192,Apartment,106.5,2,1,2016,,6.0,8197763,True,True,False
P004137,Rajshahi,N062,Apartment,96.6,1,1,2022,0.558,9.0,4838132,True,True,False
P004138,Dhaka,N092,House,220.0,3,3,2003,0.732,13.0,27336918,False,False,False
P004139,Dhaka,N149,Land,298.8,0,0,2013,0.565,7.0,14591633,False,False,False
P004140,Dhaka,N097,House,145.2,2,3,2001,,10.0,29096932,True,True,False
P004141,Dhaka,N062,Apartment,124.8,2,2,1995,0.639,5.0,12993585,True,True,True
P004142,Khulna,N182,House,147.1,3,2,2025,0.725,,14613188,True,False,False
P004143,Sylhet,N141,Land,225.9,0,0,2010,0.458,9.0,8208774,False,False,True
P004144,Dhaka,N209,Apartment,91.2,1,1,2015,0.678,10.0,16441093,False,True,False
P004145,Dhaka,N197,House,163.0,3,3,2020,0.914,6.0,30328138,False,False,True
P004146,Chattogram,N014,House,101.4,3,1,2025,0.686,5.0,11312396,True,False,False
P004147,Chattogram,N217,Apartment,119.0,1,4,2012,0.707,5.0,10399129,True,False,False
P004148,Chattogram,N055,House,197.5,5,3,2008,,,17633897,False,True,True
