listing_id,property_id,agent_id,listing_date,listing_channel,listed_price,sold_flag,days_on_market,close_date
L0007567,P000366,A00083,2023-04-08,Exclusive,8800391,False,87,
L0007568,P003284,A00179,2024-04-22,Exclusive,12123307,True,91,2024-07-22
L0007569,P000715,A00065,2024-12-06,Exclusive,10766348,False,78,
L0007570,P003667,A00233,2022-05-16,Exclusive,23531654,False,183,
L0007571,P001780,A00228,2024-05-25,Open,9628962,False,164,
L0007572,P000833,A00212,2024-12-07,Open,11908103,False,7,
L0007573,P002081,A00019,2022-12-06,Open,6134370,False,91,
L0007574,P000955,A00109,2024-11-22,Exclusive,8012149,True,72,2025-02-02
L0007575,P004368,A00085,2022-01-24,Open,5458693,True,70,2022-04-04
L0007576,P003354,A00232,2022-04-27,Exclusive,6601492,True,67,2022-07-03
L0007577,P003189,A00244,2024-03-17,Partner,5361837,True,19,2024-04-05
L0007578,P000395,A00004,2022-04-28,Open,9065098,True,64,2022-07-01
L0007579,P001070,A00002,2024-07-06,Exclusive,13961567,False,156,
L0007580,P003812,A00214,2024-03-14,Exclusive,14338649,True,52,2024-05-05
L0007581,P000442,A00223,2022-05-03,Exclusive,15738547,False,84,
L0007582,P000645,A00048,2022-08-18,Exclusive,6827817,False,22,
L0007583,P000409,A00237,2024-09-03,Open,11537532,False,93,
L0007584,P002102,A00053,2024-07-31,Exclusive,8415835,False,95,
L0007585,P001789,A00098,2024-02-05,Open,13694611,True,41,2024-03-17
L0007586,P001429,A00039,2024-08-03,Open,21484705,False,197,
L0007587,P002370,A00155,2024-11-10,Exclusive,13221361,True,19,2024-11-29
L0007588,P001388,A00199,2024-02-01,Exclusive,8126195,True,53,2024-03-25
L0007589,P000595,A00058,2024-03-21,Open,12511188,False,239,
L0007590,P001376,A00257,2024-06-08,Exclusive,7959458,False,213,
L0007591,P003727,A00240,2022-02-15,Exclusive,26661145,True,27,2022-03-14
L0007592,P002525,A00072,2023-07-05,Open,7124103,True,77,2023-09-20
L0007593,P000007,A00147,2022-06-18,Partner,8280464,False,106,
L0007594,P002040,A00127,2023-03-20,Exclusive,13613289,False,36,
L0007595,P002277,A00143,2022-05-01,Open,9911655,True,68,2022-07-08
L0007596,P002086,A00101,2023-07-23,Exclusive,10852692,True,58,2023-09-19
L0007597,P000282,A00281,2023-02-04,Partner,20033651,False,52,
L0007598,P003740,A00172,2023-06-30,Exclusive,9046240,False,95,
L0007599,P002363,A00198,2024-07-22,Exclusive,12916712,True,79,2024-10-09
L0007600,P000342,A00114,2022-04-28,Partner,9227667,True,31,2022-05-29
L0007601,P000680,A00031,2022-07-26,Exclusive,6070185,True,82,2022-10-16
L0007602,P004408,A00049,2024-01-19,Exclusive,32739094,False,73,
L0007603,P000333,A00290,2024-01-10,Exclusive,8395971,True,37,2024-02-16
L0007604,P001651,A00237,2023-05-05,Exclusive,14643354,False,21,
L0007605,P003982,A00029,2024-01-28,Exclusive,8947643,True,26,2024-02-23
L0007606,P002858,A00151,2022-06-19,Open,25413076,False,57,
L0007607,P000048,A00090,2024-10-11,Exclusive,7610407,True,41,2024-11-21
L0007608,P001851,A00106,2022-07-31,Open,10366317,True,73,2022-10-12
L0007609,P001705,A00207,2024-10-31,Exclusive,6538819,False,92,
L0007610,P001905,A00228,2022-01-02,Exclusive,18706848,True,64,2022-03-07
L0007611,P003289,A00090,2024-11-26,Exclusive,6430936,True,36,2025-01-01
L0007612,P002598,A00143,2024-06-09,Partner,45189780,False,223,
L0007613,P000351,A00066,2024-08-24,Open,14169117,True,7,2024-08-31
L0007614,P003188,A00269,2024-01-13,Partner,32230875,False,132,
L0007615,P004382,A00138,2024-10-09,Exclusive,23636353,False,75,
L0007616,P003729,A00116,2022-08-02,Open,20250805,False,119,
L0007617,P003732,A00202,2022-01-25,Exclusive,5705196,False,75,
L0007618,P000426,A00118,2022-07-16,Open,11290255,True,42,2022-08-27
L0007619,P003060,A00160,2023-10-16,Partner,12096896,True,43,2023-11-28
L0007620,P000453,A00108,2023-12-22,Open,16581772,True,23,2024-01-14
L0007621,P003095,A00129,2022-01-18,Open,7257055,True,3,2022-01-21
L0007622,P003255,A00044,2022-05-05,Open,12346027,True,64,2022-07-08
L0007623,P000107,A00234,2022-12-16,Open,7597600,False,178,
L0007624,P002001,A00011,2023-09-06,Open,7682833,False,160,
L0007625,P003755,A00082,2024-09-02,Open,15188818,False,96,
L0007626,P002790,A00110,2022-10-22,Open,10812929,False,100,
L0007627,P003590,A00167,2024-06-08,Exclusive,21582121,True,51,2024-07-29
L0007628,P000331,A00258,2022-09-15,Open,10703475,True,23,2022-10-08
L0007629,P002240,A00278,2024-11-25,Open,11134013,False,215,
L0007630,P004240,A00017,2024-07-06,Open,14740333,True,41,2024-08-16
L0007631,P004102,A00236,2024-07-22,Open,15627779,True,58,2024-09-18
L0007632,P002097,A00095,2024-11-18,Partner,18730389,False,39,
L0007633,P001705,A00234,2022-08-26,Open,6606629,False,77,
L0007634,P000175,A00034,2022-09-29,Exclusive,16934894,True,3,2022-10-02
L0007635,P004177,A00034,2023-02-08,Exclusive,16843064,False,23,
L0007636,P003155,A00277,2024-10-04,Open,26429783,False,109,
L0007637,P000072,A00110,2023-12-08,Open,10435532,True,40,
L0007638,P000425,A00039,2024-09-23,Exclusive,5897963,False,69,
L0007639,P001362,A00154,2022-06-25,Partner,21207174,False,179,
L0007640,P000087,A00108,2024-10-13,Open,9958577,True,72,2024-12-24
L0007641,P002779,A00168,2024-08-13,Exclusive,42922115,False,77,
L0007642,P004173,A00215,2022-05-30,Exclusive,20693051,True,64,
L0007643,P002415,A00278,2022-03-21,Partner,9931201,False,69,
L0007644,P002292,A00119,2024-11-25,Exclusive,7460052,False,86,
L0007645,P000263,A00103,2022-03-24,Open,7066565,True,63,2022-05-26
L0007646,P003503,A00206,2022-10-23,Exclusive,10753216,True,23,2022-11-15
L0007647,P000896,A00260,2024-08-23,Exclusive,14034338,True,57,2024-10-19
L0007648,P003625,A00053,2022-03-23,Partner,9512907,True,53,2022-05-15
L0007649,P001424,A00104,2024-05-26,Open,20787316,False,109,
L0007650,P000371,A00093,2023-07-08,Partner,5843108,False,60,
L0007651,P001443,A00023,2023-02-22,Partner,9301816,False,131,
L0007652,P001221,A00295,2022-02-06,Open,11049714,True,38,2022-03-16
L0007653,P001378,A00231,2023-05-16,Open,8759795,True,29,2023-06-14
L0007654,P001361,A00201,2022-03-06,Exclusive,7963911,True,10,2022-03-16
L0007655,P004340,A00109,2022-12-02,Open,9067569,True,60,2023-01-31
L0007656,P000543,A00180,2024-03-10,Partner,17883978,False,87,
L0007657,P001079,A00193,2024-09-04,Open,8672243,False,83,
L0007658,P001041,A00038,2022-08-27,Exclusive,10533595,True,64,2022-10-30
L0007659,P003913,A00229,2024-11-20,Partner,7010276,False,103,
L0007660,P003621,A00143,2024-09-06,Exclusive,12314728,True,31,2024-10-07
L0007661,P003404,A00277,2022-08-14,Open,7565452,True,14,2022-08-28
L0007662,P001236,A00021,2024-05-22,Exclusive,11698643,False,7,
L0007663,P001092,A00172,2023-08-03,Open,8052308,True,59,2023-10-01
L0007664,P001647,A00174,2023-06-01,Exclusive,12091998,True,103,2023-09-12
L0007665,P000485,A00221,2024-09-27,Open,14999165,True,62,2024-11-28
L0007666,P002461,A00215,2024-09-06,Exclusive,8512653,False,91,
L0007667,P001542,A00074,2024-03-27,Exclusive,30591192,True,91,2024-06-26
L0007668,P003096,A00273,2024-12-04,Open,17881164,False,52,
L0007669,P002481,A00105,2023-06-03,Open,9479282,True,31,2023-07-04
L0007670,P000777,A00104,2023-06-30,Exclusive,12063977,False,85,
L0007671,P002527,A00072,2023-09-22,Open,5409939,False,86,
L0007672,P000495,A00007,2022-01-24,Exclusive,20795777,False,88,
L0007673,P003632,A00278,2024-06-28,Open,16372689,False,148,
L0007674,P001500,A00291,2022-07-15,Open,9884491,False,87,
L0007675,P000827,A00283,2024-07-05,Exclusive,9926178,True,61,2024-09-04
L0007676,P001478,A00165,2022-06-29,Exclusive,17233404,False,105,
L0007677,P001607,A00019,2022-01-17,Open,8483544,True,24,2022-02-10
L0007678,P001734,A00083,2022-01-05,Exclusive,10196610,False,97,
L0007679,P004343,A00176,2022-05-13,Exclusive,12072341,True,56,2022-07-08
L0007680,P002643,A00288,2022-12-05,Exclusive,10773875,False,111,
L0007681,P000286,A00262,2024-01-21,Open,26316531,False,109,
L0007682,P003183,A00283,2023-08-31,Exclusive,10182822,False,235,
L0007683,P001348,A00022,2024-02-05,Exclusive,29549537,False,7,
L0007684,P003450,A00245,2023-09-29,Exclusive,12178540,False,20,
L0007685,P000108,A00187,2022-12-15,Open,9093357,False,29,
L0007686,P000512,A00133,2023-05-23,Partner,13500796,False,135,
L0007687,P001657,A00143,2022-09-10,Exclusive,10781966,False,136,
L0007688,P000510,A00270,2024-11-29,Exclusive,21491715,False,101,
L0007689,P002392,A00241,2024-03-06,Exclusive,10087587,True,65,2024-05-10
L0007690,P003570,A00265,2023-09-19,Partner,13017782,True,34,2023-10-23
L0007691,P002173,A00088,2024-10-19,Exclusive,28337003,False,69,
L0007692,P000152,A00029,2022-10-29,Open,15850111,True,79,2023-01-16
L0007693,P000964,A00230,2024-10-22,Open,6221960,False,70,
L0007694,P003862,A00247,2023-03-04,Open,14840618,True,43,
L0007695,P002151,A00060,2022-02-09,Exclusive,8464186,False,7,
L0007696,P003796,A00088,2022-10-05,Exclusive,13236719,True,77,2022-12-21
L0007697,P003033,A00268,2023-01-17,Exclusive,55511658,True,39,2023-02-25
L0007698,P004392,A00183,2022-11-06,Open,23786254,False,26,
L0007699,P000929,A00254,2022-06-10,Exclusive,11625006,False,134,
L0007700,P001747,A00254,2022-11-03,Exclusive,10208312,False,39,
L0007701,P001375,A00131,2023-01-31,Open,26990065,True,110,2023-05-21
L0007702,P002485,A00005,2022-02-22,Open,16328436,False,34,
L0007703,P001879,A00094,2024-01-21,Open,7550135,False,109,
L0007704,P000049,A00227,2023-05-05,Open,39786341,True,36,2023-06-10
L0007705,P001866,A00197,2024-12-24,Exclusive,8785223,True,3,2024-12-27
L0007706,P002923,A00082,2022-08-10,Exclusive,4749889,True,25,2022-09-04
L0007707,P003693,A00166,2022-11-03,Partner,7075671,True,31,2022-12-04
L0007708,P004175,A00047,2024-09-18,Open,12184284,True,64,2024-11-21
L0007709,P001272,A00062,2023-03-26,Partner,13037524,False,173,
L0007710,P000660,A00015,2024-02-16,Partner,9536865,True,74,2024-04-30
L0007711,P002152,A00194,2024-09-30,Open,11280487,False,123,
L0007712,P002067,A00038,2024-06-08,Partner,6856394,True,42,2024-07-20
L0007713,P002074,A00084,2023-08-11,Exclusive,3314045,True,44,2023-09-24
L0007714,P001367,A00160,2023-05-22,Open,27562191,True,22,
L0007715,P000236,A00291,2022-08-04,Exclusive,14127990,False,93,
L0007716,P000251,A00141,2022-01-04,Open,14383006,True,67,2022-03-12
L0007717,P003523,A00208,2024-08-11,Open,10593835,True,21,2024-09-01
L0007718,P000024,A00287,2022-07-28,Exclusive,12638582,True,49,2022-09-15
L0007719,P000638,A00112,2024-12-05,Exclusive,13497063,True,29,2025-01-03
L0007720,P000530,A00094,2022-11-27,Open,10701636,True,35,2023-01-01
L0007721,P002010,A00236,2024-07-12,Exclusive,8888527,True,24,2024-08-05
L0007722,P001662,A00126,2023-03-19,Open,9920207,False,149,
L0007723,P003761,A00193,2022-05-21,Partner,15774963,True,64,
L0007724,P003018,A00142,2023-01-27,Exclusive,22841429,False,228,
L0007725,P001425,A00112,2022-11-10,Exclusive,14323266,True,51,2022-12-31
L0007726,P002005,A00108,2024-07-29,Exclusive,14213831,False,72,
L0007727,P000272,A00218,2023-08-29,Partner,9523207,False,120,
L0007728,P000512,A00224,2022-12-30,Exclusive,14423331,True,50,2023-02-18
L0007729,P003486,A00239,2024-11-12,Exclusive,9494881,False,51,
L0007730,P003233,A00282,2022-03-29,Open,14969164,True,55,2022-05-23
L0007731,P002994,A00285,2022-04-26,Exclusive,13818471,False,145,
L0007732,P004393,A00253,2022-12-23,Exclusive,18349618,True,49,2023-02-10
L0007733,P001281,A00141,2023-03-25,Open,19334273,False,75,
L0007734,P003297,A00151,2022-06-12,Partner,12744130,True,70,2022-08-21
L0007735,P001725,A00130,2024-01-27,Partner,24765985,False,85,
L0007736,P003826,A00134,2024-09-16,Partner,6547231,False,161,
L0007737,P003085,A00195,2022-10-03,Exclusive,20390278,True,30,2022-11-02
L0007738,P001796,A00169,2023-10-16,Partner,14886704,True,38,2023-11-23
L0007739,P003940,A00166,2024-12-15,Open,13529049,True,23,2025-01-07
L0007740,P003772,A00290,2022-02-15,Partner,12285339,False,115,
L0007741,P004284,A00144,2024-04-07,Exclusive,5558304,False,44,
L0007742,P003614,A00095,2022-02-01,Exclusive,10400393,False,145,
L0007743,P000607,A00084,2023-10-28,Exclusive,9376157,True,46,2023-12-13
L0007744,P001367,A00092,2024-07-27,Open,26363290,False,113,
L0007745,P003242,A00124,2022-09-14,Exclusive,15003778,False,169,
L0007746,P002182,A00167,2024-08-19,Open,9754749,True,3,2024-08-22
L0007747,P001239,A00220,2022-10-27,Partner,39087161,True,11,2022-11-07
L0007748,P002720,A00044,2023-09-01,Exclusive,31188150,True,31,2023-10-02
L0007749,P004002,A00198,2024-01-02,Partner,7043436,True,39,2024-02-10
L0007750,P003423,A00246,2023-01-17,Exclusive,12236656,False,64,
L0007751,P003893,A00100,2024-10-14,Open,8515427,True,50,2024-12-03
L0007752,P004395,A00091,2024-10-29,Exclusive,14591977,False,134,
L0007753,P002950,A00036,2024-03-18,Exclusive,10295214,True,18,2024-04-05
L0007754,P002700,A00005,2022-11-03,Open,4697749,False,7,
L0007755,P004158,A00001,2022-06-02,Open,10897611,False,53,
L0007756,P000348,A00027,2023-08-20,Open,7210630,True,3,2023-08-23
L0007757,P002654,A00221,2022-05-07,Partner,11316176,False,130,
L0007758,P003108,A00190,2022-03-22,Open,7129931,False,36,
L0007759,P003915,A00110,2023-03-06,Partner,8776417,False,52,
L0007760,P000745,A00274,2024-09-03,Exclusive,8648315,True,71,2024-11-13
L0007761,P001784,A00077,2022-01-08,Open,31680577,True,75,2022-03-24
L0007762,P004312,A00009,2024-12-01,Open,15177859,False,120,
L0007763,P000266,A00275,2022-06-20,Open,9644239,False,53,
L0007764,P004341,A00055,2023-09-30,Partner,7304892,False,162,
L0007765,P003700,A00264,2022-05-13,Exclusive,35017673,True,65,2022-07-17
L0007766,P003853,A00202,2024-08-01,Exclusive,16889693,False,90,
L0007767,P003146,A00298,2024-07-25,Open,13891179,False,150,
L0007768,P000355,A00174,2023-04-06,Exclusive,9228287,True,48,2023-05-24
L0007769,P002196,A00105,2022-06-26,Open,13102684,False,52,
L0007770,P004445,A00108,2023-12-26,Exclusive,13285173,True,28,2024-01-23
L0007771,P004236,A00134,2023-06-23,Partner,6929853,True,27,2023-07-20
L0007772,P001655,A00192,2022-11-20,Exclusive,23889842,True,21,
L0007773,P003294,A00132,2024-09-07,Exclusive,12533468,True,42,2024-10-19
L0007774,P003280,A00044,2023-04-01,Exclusive,9694063,True,63,2023-06-03
L0007775,P003919,A00061,2023-09-18,Partner,12126821,False,101,
L0007776,P001891,A00276,2022-07-11,Open,6803817,False,70,
L0007777,P001750,A00060,2022-05-24,Open,12108656,False,19,
L0007778,P002306,A00213,2023-10-01,Open,7134939,False,100,
L0007779,P001232,A00224,2024-11-25,Exclusive,5108475,True,38,2025-01-02
L0007780,P000904,A00029,2022-05-26,Exclusive,14277617,True,63,2022-07-28
L0007781,P002295,A00223,2022-02-20,Open,8774913,False,110,
L0007782,P004051,A00054,2024-12-01,Partner,14194466,False,67,
L0007783,P002230,A00103,2023-12-13,Exclusive,22551605,False,30,
L0007784,P003116,A00249,2022-01-22,Exclusive,35884956,True,77,2022-04-09
L0007785,P003161,A00026,2024-12-20,Partner,11293007,True,28,2025-01-17
L0007786,P002588,A00069,2022-04-26,Exclusive,38490230,False,213,
L0007787,P003279,A00251,2023-09-13,Open,12747285,False,41,
L0007788,P000867,A00027,2022-10-31,Exclusive,8997301,True,42,2022-12-12
L0007789,P000217,A00117,2023-01-21,Open,38488987,False,93,
L0007790,P001847,A00049,2022-05-27,Open,10651283,True,21,2022-06-17
L0007791,P001123,A00058,2023-11-17,Exclusive,18803536,False,7,
L0007792,P001788,A00078,2024-12-07,Open,23357354,True,30,2025-01-06
L0007793,P003887,A00114,2024-09-01,Open,16049751,True,8,2024-09-09
L0007794,P000370,A00261,2023-04-25,Open,6952788,False,20,
L0007795,P001665,A00206,2023-04-16,Open,11988398,False,7,
L0007796,P002729,A00232,2024-01-04,Open,14299827,False,36,
L0007797,P003524,A00244,2024-04-29,Open,13977533,True,56,2024-06-24
L0007798,P002602,A00253,2024-12-15,Exclusive,4539677,True,87,2025-03-12
L0007799,P000076,A00296,2022-09-20,Partner,17234026,True,81,2022-12-10
L0007800,P002560,A00255,2024-09-28,Open,7029722,False,177,
L0007801,P002464,A00156,2022-04-01,Partner,6229186,True,39,2022-05-10
L0007802,P002033,A00073,2022-03-02,Open,24755369,False,171,
L0007803,P003296,A00174,2024-01-27,Open,7209821,True,23,2024-02-19
L0007804,P000950,A00114,2023-06-08,Exclusive,10807795,False,113,
L0007805,P000216,A00005,2024-08-29,Open,6320914,True,6,2024-09-04
L0007806,P002731,A00164,2022-01-19,Open,23040107,False,115,
L0007807,P003987,A00168,2022-03-16,Exclusive,6333595,False,147,
L0007808,P002236,A00237,2022-10-31,Open,8590881,False,37,
L0007809,P001090,A00200,2022-01-10,Open,6779162,True,63,2022-03-14
L0007810,P002755,A00036,2023-11-16,Open,16421581,False,123,
L0007811,P000055,A00028,2022-08-25,Exclusive,8872775,True,32,2022-09-26
L0007812,P001092,A00264,2022-05-19,Exclusive,8065493,False,161,
L0007813,P002627,A00284,2023-10-13,Open,10773018,False,195,
L0007814,P001951,A00216,2024-04-27,Open,10969265,False,71,
L0007815,P003619,A00277,2023-08-30,Open,19206280,True,37,2023-10-06
L0007816,P003703,A00186,2024-04-15,Partner,5492801,False,113,
L0007817,P002317,A00208,2022-05-26,Exclusive,5702767,True,45,2022-07-10
L0007818,P002803,A00056,2022-09-09,Open,6521368,True,48,
L0007819,P001366,A00262,2024-05-12,Partner,21864722,False,69,
L0007820,P000118,A00204,2022-10-12,Open,18045830,False,191,
L0007821,P002512,A00047,2024-10-18,Open,9069035,True,42,2024-11-29
L0007822,P003125,A00041,2024-06-22,Open,7941125,True,67,2024-08-28
L0007823,P000772,A00123,2023-02-27,Open,36475344,False,50,
L0007824,P003524,A00001,2023-12-06,Exclusive,14444897,False,104,
L0007825,P002235,A00063,2023-11-07,Partner,5159321,False,75,
L0007826,P001001,A00058,2023-06-18,Partner,16528615,False,7,
L0007827,P001931,A00012,2023-05-17,Open,12573305,False,100,
L0007828,P002495,A00017,2022-09-09,Partner,17589438,False,104,
L0007829,P000949,A00134,2022-08-06,Exclusive,11623757,True,35,2022-09-10
L0007830,P004093,A00189,2022-02-12,Partner,13249203,True,41,2022-03-25
L0007831,P003831,A00187,2022-11-12,Open,36107240,False,90,
L0007832,P000161,A00238,2024-08-07,Open,10206225,True,43,2024-09-19
L0007833,P002933,A00175,2023-02-05,Open,20736966,False,123,
L0007834,P003543,A00275,2024-12-10,Open,21117476,True,19,2024-12-29
L0007835,P000524,A00081,2024-12-08,Exclusive,16188119,False,82,
L0007836,P003601,A00148,2022-05-05,Exclusive,21505885,False,73,
L0007837,P000004,A00018,2024-07-20,Exclusive,23846165,True,52,2024-09-10
L0007838,P003996,A00142,2024-10-15,Exclusive,12067199,True,31,2024-11-15
L0007839,P001104,A00240,2022-05-29,Partner,10652843,True,63,2022-07-31
L0007840,P004281,A00043,2023-04-20,Open,4251180,True,61,2023-06-20
L0007841,P004398,A00239,2024-01-16,Exclusive,26665094,False,100,
L0007842,P001190,A00197,2024-03-10,Open,10999440,True,18,2024-03-28
L0007843,P003146,A00116,2023-11-05,Exclusive,13836508,True,53,2023-12-28
L0007844,P001210,A00143,2024-02-04,Open,19206778,False,107,
L0007845,P003727,A00274,2023-02-13,Open,24896745,True,91,2023-05-15
L0007846,P003449,A00068,2023-07-14,Exclusive,10723446,True,48,2023-08-31
L0007847,P000970,A00214,2022-11-12,Open,6544438,False,109,
L0007848,P002799,A00015,2022-03-03,Open,8736565,False,53,
L0007849,P000963,A00212,2024-09-09,Open,12684691,True,73,2024-11-21
L0007850,P000901,A00284,2023-05-11,Exclusive,11778857,True,48,2023-06-28
L0007851,P001461,A00083,2023-08-22,Open,19906727,False,158,
L0007852,P001369,A00225,2022-02-26,Open,6378081,True,58,2022-04-25
L0007853,P001653,A00107,2024-09-17,Partner,13765931,True,27,2024-10-14
L0007854,P002958,A00271,2023-08-05,Exclusive,40865980,False,155,
L0007855,P003298,A00300,2023-01-22,Exclusive,9361735,False,62,
L0007856,P002780,A00152,2023-08-17,Exclusive,10471340,False,82,
L0007857,P001614,A00005,2024-05-13,Open,5723540,True,68,2024-07-20
L0007858,P003743,A00299,2023-05-14,Open,12969124,False,77,
L0007859,P003675,A00273,2023-10-16,Partner,23762757,False,39,
L0007860,P001801,A00251,2023-03-10,Open,8532674,False,117,
L0007861,P001796,A00272,2023-09-11,Open,13782196,True,51,2023-11-01
L0007862,P002856,A00008,2022-10-19,Open,18733335,True,43,2022-12-01
L0007863,P003743,A00199,2024-05-26,Exclusive,12089590,True,58,2024-07-23
L0007864,P003898,A00263,2023-10-28,Exclusive,7612373,True,93,2024-01-29
L0007865,P001250,A00251,2022-08-01,Exclusive,7013794,False,55,
L0007866,P003304,A00234,2023-11-30,Open,9124013,False,7,
L0007867,P003900,A00279,2023-11-01,Open,15051974,False,94,
L0007868,P004264,A00115,2024-05-27,Partner,13171627,False,66,
L0007869,P001969,A00273,2022-05-04,Open,6751473,False,139,
L0007870,P000115,A00286,2024-08-06,Open,6638469,True,11,2024-08-17
L0007871,P002141,A00005,2022-01-04,Open,14259474,True,44,2022-02-17
L0007872,P003836,A00232,2024-03-25,Exclusive,6505516,False,49,
L0007873,P002831,A00128,2024-06-08,Exclusive,8737930,False,70,
L0007874,P002347,A00158,2024-12-18,Open,11542241,False,120,
L0007875,P001950,A00136,2022-01-24,Exclusive,7274587,True,4,2022-01-28
L0007876,P004365,A00257,2024-05-11,Exclusive,8386793,False,94,
L0007877,P004329,A00006,2022-10-05,Exclusive,7611375,False,29,
L0007878,P003816,A00223,2024-12-23,Open,11007603,False,147,
L0007879,P000436,A00271,2024-04-18,Open,11365528,True,30,2024-05-18
L0007880,P001157,A00103,2024-06-24,Partner,18869763,False,82,
L0007881,P003046,A00076,2024-02-17,Open,18203689,True,37,2024-03-25
L0007882,P003304,A00105,2022-04-22,Exclusive,10095517,True,60,2022-06-21
L0007883,P004444,A00173,2024-03-07,Exclusive,22670263,False,131,
L0007884,P003118,A00032,2022-04-08,Open,4518675,False,64,
L0007885,P003214,A00286,2024-07-04,Open,9547251,False,119,
L0007886,P004056,A00209,2022-03-24,Open,38651175,False,99,
L0007887,P004197,A00025,2024-08-07,Open,8129947,False,59,
L0007888,P001993,A00280,2022-04-08,Exclusive,27408327,False,152,
L0007889,P002904,A00193,2022-06-23,Partner,10668716,True,52,2022-08-14
L0007890,P003321,A00082,2023-11-14,Exclusive,39660413,False,104,
L0007891,P002189,A00244,2024-09-05,Open,6894132,True,54,2024-10-29
L0007892,P002312,A00051,2024-05-10,Exclusive,8549696,True,61,2024-07-10
L0007893,P003496,A00163,2024-07-04,Open,4921990,True,36,2024-08-09
L0007894,P001652,A00206,2022-08-10,Partner,9363692,False,80,
L0007895,P004158,A00072,2022-05-06,Open,11951104,True,39,2022-06-14
L0007896,P002834,A00204,2024-12-04,Exclusive,17671624,True,38,2025-01-11
L0007897,P003665,A00032,2022-06-01,Exclusive,8578798,True,32,2022-07-03
L0007898,P003162,A00128,2022-01-31,Exclusive,10778474,False,57,
L0007899,P001216,A00152,2023-12-29,Open,8929326,False,160,
L0007900,P003957,A00088,2023-01-27,Open,17932997,False,19,
L0007901,P001118,A00093,2024-11-13,Open,10404856,True,80,2025-02-01
L0007902,P001812,A00049,2022-02-23,Exclusive,13787794,True,78,2022-05-12
L0007903,P002869,A00215,2024-11-09,Open,17467672,False,33,
L0007904,P001388,A00276,2024-06-02,Partner,7315962,False,17,
L0007905,P004242,A00272,2022-05-01,Open,4642823,True,56,2022-06-26
L0007906,P002123,A00077,2023-03-13,Open,14563697,False,32,
L0007907,P000188,A00049,2023-10-13,Partner,14995838,True,94,2024-01-15
L0007908,P002970,A00144,2023-12-13,Exclusive,24802950,True,51,2024-02-02
L0007909,P004487,A00137,2022-05-13,Exclusive,17185991,True,83,2022-08-04
L0007910,P002955,A00178,2024-04-26,Partner,14086773,True,18,2024-05-14
L0007911,P002541,A00184,2023-03-13,Open,20771509,True,70,2023-05-22
L0007912,P004456,A00121,2022-06-15,Open,7358378,True,66,2022-08-20
L0007913,P001234,A00024,2024-04-23,Open,8363323,False,52,
L0007914,P000219,A00001,2024-05-19,Open,21934371,False,134,
L0007915,P000453,A00020,2023-10-02,Open,14886146,True,36,2023-11-07
L0007916,P001784,A00135,2024-12-10,Open,29201832,True,19,2024-12-29
L0007917,P003929,A00081,2022-07-16,Partner,18009388,False,26,
L0007918,P002131,A00074,2023-10-28,Open,12688588,True,61,2023-12-28
L0007919,P001061,A00269,2023-02-18,Open,12262030,True,36,2023-03-26
L0007920,P000343,A00174,2022-04-14,Partner,6033707,False,83,
L0007921,P001682,A00267,2024-05-26,Open,8033708,True,18,2024-06-13
L0007922,P000590,A00163,2024-12-04,Exclusive,8652472,False,52,
L0007923,P003295,A00230,2022-09-11,Partner,15265753,False,96,
L0007924,P003361,A00039,2022-10-27,Open,6614163,True,60,2022-12-26
L0007925,P000480,A00275,2023-05-18,Open,7240398,False,156,
L0007926,P000529,A00014,2022-10-21,Open,8927261,True,47,2022-12-07
L0007927,P000345,A00051,2023-10-05,Partner,7295095,False,93,
L0007928,P002357,A00021,2024-01-28,Exclusive,8014822,True,80,2024-04-17
L0007929,P000758,A00164,2024-07-28,Exclusive,18926252,True,44,2024-09-10
L0007930,P004074,A00047,2024-10-03,Exclusive,11983672,False,139,
L0007931,P000179,A00056,2022-09-08,Exclusive,10030782,False,121,
L0007932,P003743,A00005,2023-02-02,Exclusive,11229822,False,139,
L0007933,P002435,A00172,2022-04-16,Open,42337328,True,29,2022-05-15
L0007934,P001896,A00030,2023-01-07,Open,15486914,False,110,
L0007935,P001382,A00275,2023-11-30,Partner,66766370,False,105,
L0007936,P004470,A00069,2023-12-07,Open,9110908,True,9,2023-12-16
L0007937,P000335,A00094,2022-03-16,Partner,12517200,True,6,2022-03-22
L0007938,P000559,A00058,2022-05-21,Open,9269751,False,71,
L0007939,P003629,A00238,2024-05-01,Open,6774851,True,59,2024-06-29
L0007940,P002475,A00272,2024-10-20,Partner,6836732,True,6,2024-10-26
L0007941,P001972,A00094,2024-05-27,Open,10313139,True,69,2024-08-04
L0007942,P000619,A00245,2023-09-22,Open,7168942,True,45,2023-11-06
L0007943,P001703,A00213,2024-05-12,Open,7197305,True,73,2024-07-24
L0007944,P001186,A00043,2022-07-29,Open,15186554,True,6,2022-08-04
L0007945,P001880,A00130,2023-04-10,Exclusive,14720143,True,35,2023-05-15
L0007946,P001703,A00279,2024-08-12,Open,7276994,False,87,
L0007947,P003895,A00043,2024-11-20,Open,9271370,False,74,
L0007948,P003766,A00230,2023-03-04,Partner,7178661,False,101,
L0007949,P004081,A00128,2024-01-24,Exclusive,18736063,True,101,2024-05-04
L0007950,P002845,A00223,2024-04-25,Open,24487276,True,10,2024-05-05
L0007951,P002994,A00271,2022-06-09,Partner,12824076,True,61,2022-08-09
